id,company_name,developer_role,date,title,content,upvote,downvote,comment_count,vibe
1356,Vivasoft,,"May 23, 2025",মানসিক অবসাদ এর আর এক নাম V!bas@oft,"সবাই কোম্পানির পরিবেশ নিয়ে বলছেন , আমার মনে হয় টীম নিয়ে ও ফিডব্যাক শেয়ার করা জরুরি  ,  V!vasof7 আমার ৩য় কোম্পানি , ""নম্বর স্কিল"" নামের টিমে আমি কয়েক মাস কাজ করেছি। সেই অভিজ্ঞতা আমার আত্মবিশ্বাস ভেঙে দিয়েছে। চাকরি ছেড়ে দেওয়ার পরও দুই মাস পর্যন্ত মানসিক অবসাদে ছিলাম। এখানে আমি যে সমস্যাগুলো ফেস করেছি, তা নিচে উল্লেখ করছি:
নেতিবাচক দিকগুলো:
> সপ্তাহের শেষ দিকে হঠাৎ করে এক গাদা কাজ দিয়ে দিতো। যার ফলে উইকেন্ডে ব্যক্তিগত সময় বাদ দিয়ে কাজ শেষ করতে হতো।
> টিমের একজন সিনিয়র (S*****) অত্যন্ত বাজে আচরণ করে, mannerless এবং পুরোপুরি toxic person ,  সে সবসময় demotivate করতো। মনে হতো যেন চায়ের দোকানে চাকরি করছি, কোম্পানিতে ওর   চেয়ে ভালো কাজ কেউ  পারে না এমন একটা ভাব।
> ম্যানেজার সবসময় তেল মারায় ব্যস্ত (এই লোক আবার পাঠাও থেকে এসেছে) উপরের লোকদের
> বেতন খুবই কম, কিছুজন আবার অনেক বেশি পায় – কারণ তারা তেল মারায় পারদর্শী।
> ছুটি নিলেই সিনিয়ররা বারবার মেসেজ দিয়ে জ্বালায় – “কি করছেন? কিছুই তো কাজ হচ্ছে না!” যেন ব্যক্তিগত সময়ের কোনো মূল্যই নেই।
> ম্যানেজার প্রায়ই বলে, “পন্টুস(offshore team lead/CEO ), আপনাকে নিয়ে হ্যাপি না, আপনার কমিউনিকেশন স্কিল খারাপ, অন্য কোথাও দেখেন”  যা অন্য টিমে আমি দেখিনি।
“আপনার কাজে অনেক সময় লাগে।” অথচ সেই কাজের টাইমলাইনের বাস্তবতা সম্পর্কে তাদের ধারণাই নেই।
> টাইম এন্ট্রি দিতে হয় ,  নন billable hour নিয়ে অনেক জামেলা করে , পুরো ৭ ঘন্টা  billable hour এন্ট্রি দিতে হয়
ইতিবাচক দিক:
বেতন সময়মতো দেয়।
লাঞ্চ ও স্ন্যাকস ভালো ।
কিছু সহকর্মী সত্যিই খুব helpful ছিল।
সর্বোপুরি বলবো একটু দেখে শুনে খোঁজ নিয়ে জয়েন করবেন, Good Luck",13,2,7,Negative
1357,Vivasoft,,"May 22, 2025",Feels like 2nd home 🫠,"কারো কারো কাছে এই অফিস নাকি ""second home""। আরেকটু শুনলেই বোঝা যায়, অফিস নাকি এমন একটা জায়গা—যেখানে মন টানে, প্রাণ টানে, শরীরও টানে।
কেউ কেউ তো আবার বলে ফেলেই দেন, ""বাসায় মন টানে না, অফিসেই শান্তি পাই।""
বুঝতেই পারছেন, বাসার বউ-বাচ্চা রেখে, হোম অফিসের সুযোগ থাকার পরেও কেনো তারা রোজ এসে হাজির হয় এই ডেস্কে।
শান্তির কারণ কী?
হ্যাঁ, শান্তি মানে সেই সব ""কিউট কিউট কলিগ"" যারা হেসে কথা বলে, গল্পে মিশে যায়, সকাল-বিকেল চা-সঙ্গী হয়, ইনবক্সে রঙিন ইমোজি পাঠায়।
বাসায় তো কেউ চা করে হাতে দেয় না, বরং কাজের কথা বলে।
অফিসে তো কেউ সংসারের হিসেব চায় না, বরং দুপুরে বলে, “আজ একসাথে খাই?”
বাসায় তো চোখে ঘুম, মুখে বিরক্তি—
অফিসে তো সাজগোজ করে আসা সেই রমণীদের এক ঝলকেই মনটা ফুরফুরে।
তাই না হয় বুঝে নিই, অফিসটাই এখন first home,
আর বাসা? ওটা তো যেন একেকজনের ""PG accommodation""—
শুধু রাতটা পার করার জায়গা।
""Late-night work"" বললেই কি সব মাফ?
বাসায় ফোন ধরেন না, অথচ কর্নার ডেস্কে বসে থাকেন ঘণ্টার পর ঘণ্টা।
দুপুরের মিটিং শেষ হয়ে গেছে, তবুও ""follow-up call"" এর অজুহাতে আড্ডা চলছে করিডোরে।
Slack এ ফাইল শেয়ার হচ্ছে না, কিন্তু রিল ভিডিও ঠিকই শেয়ার হচ্ছে সেই বিশেষ এক কলিগের DM-এ।
বাসায় হয়তো একটা ছোট্ট মুখ প্রতীক্ষায় থাকে,
কিন্তু বাবার মন পড়ে থাকে “sweet colleague” এর story তে।
বউ হয়তো ঘুমিয়ে পড়ে একা বিছানায়,
আর অফিসে থেকে যাওয়া ভদ্রলোকদের গল্প জমে ওঠে ক্যান্টিনে।
ম্যানেজমেন্ট যদি ভাবে—ওরা এত রাত অব্দি অফিসে থাকে মানে ওরা খুব কমিটেড,
তাহলে প্রশ্ন রাখি—ওদের আসল কমিটমেন্ট কোথায়?
এই কথাগুলো কঠিন, কষ্টদায়ক, কিন্তু সময় এসেছে মুখোশ খোলার।
অফিসকে ঘর বানানোর চেষ্টা ভালো, কিন্তু সেটার নামে যদি কেউ ""পরকীয়ার পাঠশালা"" খুলে বসে—তাহলে সেটা প্রতিষ্ঠানের জন্য যেমন ক্ষতিকর, তেমনি সমাজের জন্যও ভয়ানক বার্তা।",16,1,6,Negative
1358,Vivasoft,,"May 21, 2025","If you care about people, show it!","There are already many points mentioned in the reviews, but I’d like to add my two cents.
Openly drinking alcohol, vaping, or smoking cigarettes in front of both male and female colleagues—even near pregnant women—is not a sign of being smart or modern.
It simply reflects ignorance and a lack of basic decency. Everyone has their own beliefs and values, especially when it comes to religion. If employees truly matter to you, you must respect diverse perspectives and individual comfort. Otherwise, stop pretending with statements like “we value our employees” when it clearly isn’t reflected in the workplace culture.
Respecting religious views is just as important as promoting inclusivity. Creating an open environment should not mean neglecting the values of people with religious or conservative beliefs. Just having a prayer room doesn’t justify ignoring or disrespecting others’ sentiments.
About the music—this is another overlooked issue.
People often come to the office early and play loud music from their phones or laptops. Why? Does it make you seem cool? No—it just shows a complete disregard for others’ peace and focus.
Offices provide headphones. Most people own AirPods or similar devices. Then why disturb others with loud music in shared spaces?
So, how is this place truly inclusive or secular? It seems “openness” only applies when it suits certain people. If a workplace truly values diversity, then every voice should be heard and respected—not just the loudest ones.",11,0,8,Negative
1359,Vivasoft,,"May 19, 2025",বাইরে ফিটফাট ভিতরে কিছুটা সদরঘাট,"এদের বেশ কিছু ভাল দিক আছে সেগুলাই আগে বলি।
- খাবার দাবার ভালোই দেয়
- অফিসটা অনেক সুন্দর। ডাইনিং এর জায়গাটাও বেশ ভালো। ভিউ ভালো। সাথে আছে খোলা ছাদ।
- মন চাইলে সুখটান দেয়ার ভালো জায়গা আছে অফিসের মধ্যে, ছাদেও এই সুবিধা আছে।
- স্যালারী অনটাইম। স্যালারী নিয়া কোন হাংকি পাংকি নাই।
- ভালো গেমের জায়গা আছে। ঘুমানোর জায়গা ও আছে।
- মাঝে মাঝে একসাথে ভায়েরা গান ধরে। মন চাইলে টুং টাং বাজানোর যন্ত্রপাতি আছে।
- এইচ আর গুলা এমপ্লয়ী ফ্রেন্ডলি। সচরাচর কোম্পানী গুলার মত বদ এইচ আর না মোটামুটি।
- ওয়ার্ক লাইফ ব্যালেন্স মোটামুটি আছে টিমের উপর ই অনেক কিছু।
এবার আসি, সমস্যা নিয়ে।
- এখানে বেশ কিছু সেক্যুলারিজমের সমস্যা আছে। ম্যানেজমেন্টের লোক এগুলা নিয়ে এমপ্লয়ীদের সাথে ক্যাচাল ও করে। সেক্যুলার মানুষগুলা ম্যানেজমেন্ট এর খুব ধারে কাছে ঘুরতে পারে বাকিদের তুলনায়।
- কাজ কাম না কইরা আজাইরা বইসা থেকেও, অনেকে ম্যানেজমেন্ট এর প্রিয় এমপ্লয়ী হয়ে যায়। পাচাটা, তেল দিতে পারা কিছু পাব্লিক সবখানেই আছে। এখানে যেন একটু বেশীই।
- অধিকাংশ ক্ষেত্রে একবার যদি কোন কারণে রেপুটেশান খারাপ হয়, জান দিয়া কাজ করলেও আর সেটার দাম পাওয়া যায় না।
- টিম ওয়াইজ প্রচুর ডিস্ক্রিমিনেশান আছে। কিছু কিছু টিম এর লাইফে অনেক চিল, ইভেন টিম মেম্বার দের ও। আবার কিছু কিছু টিমের অবস্থা ভালো যায় না। লাইফ হেল হইয়া যাইতে পারে।
- ইদানীংকালে লে অফ কালচার শুরু করছে।
- সবচাইতে বড় সমস্যা, ম্যানেজমেন্ট এর প্রিয় পুত্রেরা ছাড়া, অন্য কেউ অনেক খাটনী করলেও সব বেকার।
ইন্টার্নাল পলিটিকস তো আছেই, এ ওরে নিয়ে, সে তারে নিয়ে, এগুলা আছেই। মজার ব্যাপার, এগুলা উপর পর্যন্ত যায়। যেটা একেবারেই উচিত না। আর উপর থেকে এইগুলা ইনভেস্টিগেট ও করে বলে মনে হয় না।
- কিছু নির্দিষ্ট কুল ডুডের সার্কেল আছে। অফিসটা এদেরই। বাকিরা কি মিটিং করে, নাকি কি করে, তাতে এদের কোন চিন্তা নাই। এরা কুল, এরা যা মন চায় করবে। এরা আবার ম্যানেজমেন্ট এর ক্লোজ।
- কিছু বয়স হওয়া অদ্ভুত সিনিয়র আছে। যাদের কাছে চাকরী মানে দাসত্ব। পাগলের মত কাজ করতে হবে। লাইফে কোন চিল করা যাবে না। এরা নিজেরাই একটা কিছু। বাকি সিনিয়র, জুনিয়ররা বানের জলে ভাইসা আসা। এদের কিছুর কথা বার্তা থেকে শুরু করে, ব্যবহার ও জঘন্য।
- কেউ কেউ সিনিয়র পর্যায়ের আছে, তাদের মতের বা কাজের সাথে না মিললে, জি বাংলার মত, ওত পাইতা থেকে গিট্টু লাগায়ে লে অফ পর্যন্ত করায়।
স্যালারী রেনজ আর ইনক্রিমেন্ট দুইটাই যে কিসের ভিত্তিতে হয় জানা নাই। অনেক খাটনী করা, কাজ দেখানো মানুষ পায় একরকম ইনক্রিমেন্ট। আবার অনেক ফাপর পারা পাবলিক, কাম কাজ কম কইরা পেয়ে যায় আরও বেশী। খুবই পুর স্যালারী স্ট্রাকচার।
- দুই ঈদে দুই বোনাস, আর স্যালারী ছাড়া অন্য আর কোন সুবিধা নাই। মাঝে মাঝে বৈশাখ, বসন্ত, নিউ ইয়ারে পার্টি হয়।
- ফাউন্ডাররা দুইজন দুইরকম, একজন অনেক ফ্রেন্ডলি, তো আরেকজন সিলেক্টিভ মানুষ ছাড়া কথাই বলে না। এমনকি তার ব্যাপারে খারাপ ব্যবহার করার, এমনকি সিনিয়র মানুষজনের সাথে বাজে ব্যবহারের এলিগেশান শুনছি।
- কিছু টিমে অনেক প্রিভিলেজ। আবার কিছু টিমের ব্যাপারে এরা একদমই বেখেয়াল।
- কিছু প্রোডাক্ট ম্যানেজার রোলের মানুষজন আছে, এরা যে নিজেদের কি ভাবে। পুরা টিমের খোজ খবর না নিয়া নিজের মত করে ম্যানেজমেন্ট এর সাথে সিদ্ধান্ত নিয়া নেয়। এটা কেমন টিম ওয়ার্ক!",12,0,4,Negative
1360,Vivasoft,,"May 14, 2025",ফাঁপরবাজি এবং চাটুকারিতা 2,"ও আরেকটা কথা বলতে ভুলে গেছি, দেশিমুলাতে আর কয়দিন এর ভিতর পেইড স্লেইভ দিয়ে  দেয়ানো পজিটিভ ফিডব্যাক দিয়া ভরে যাবে। সবাই আসবে বলতে এই রকম কম্পানি তারা বেহেস্তেও দেখে নাই। এই কোম্পানিতে দুধের(?) নহর বয়ে যায়, ২৭ তলা = ৭ আসমান মানে বেহেস্ত। আরো কত কি?
এই সব বাটপারি গ্লাসডোরেও করা হইসে। বাট এইসব করে কোনো লাভ নাই। তুমি কেনো ঘষ, সবাই তা জানে। আইটিকে একদম দালালি বিজনেস বানায় ফেলছেন। এসব বাটপারি ছাড়েন, লোক ঠকাইয়া পেট চালানো বন্ধ করেন।
আরেকটা জিনিস, অফিসে কিন্ডলি “উটকি জলে” এই শব্দগুলো ব্যবহার করবেন না, সাবকনশাসলি করে ফেলেন — এটা বুঝতে পারি, ইচ্ছা করে হয়তো না, কিন্ডলি আর করবেন না।
ভেরি আনপ্রফেশনাল।",17,2,1,Negative
1361,Vivasoft,,"May 14, 2025",ফাঁপরবাজি ও চাটুকারিতা,"আমার এই কোম্পানি তে কাজ করে অভিজ্ঞতা হইলো এই কোম্পানি তে একজন টপ লেভেল বস আছেন, যিনি নিজেকে বিরাট লিডার ভাবেন।
আদতে তিনি একজন মিথ্যেবাদী ফাঁপরবাজ।
মিথ্যে কথা বলে বলে অনবোর্ড করাই, যাকে যে মুলা খাওয়ানো যায় আর কি।
মোবাইল ডেভেলপারকে ব্যাকএন্ড-এ কাজ করার স্কোপ দেওয়ার কথা বলবে, ব্যাকএন্ড কে এআই এর কাজ এনে দেওয়ার কথা বলবে। এই রকম না না ধান্ধাবাজি আর ফেইক প্রমিস — একবার অনবোর্ড হলে আপনার কপালে মুলাটাই ঝুলবে।
এথিক্স এর কথায় আসি। এখানে এথিক্স নিয়ে কাজ করে আপনি বেশি দূর যেতে পারবেন না। কারণ ভাইডি এসে ইনিয়ে বিনিয়ে আপনাকে আপনার সিনিয়রকে কিভাবে সাইড করে প্রমোশন পেতে হবে সেটা বুঝিয়ে দিবে, এখন নীতি বা আদর্শের কারণে আপনি যদি সেটা করতে রাজি না হন তাহলে আপনি নেক্সট টার্গেট হয়ে যাবেন। ডাইরেক্টলি হয়তো স্যাক করবে না বাট এমন সিচুয়েশন তৈরি করবে যে আপনি ট্রমাটাইজড হয়ে ভাববেন এই জব ছেড়ে দিয়ে এর চেয়ে রিকশা চালানো ভালো। এখানে কোডার এল্লিট কোডার/ফোডার এসব যাই আপনাকে বলে আনুক না কেনো, দিন শেষে আপনি একজন ছুটা বুয়া — যার কাজ হইলো দুই বছর সার্ভিস দিয়ে মানে মানে কেটে পড়া অথবা টক্সিক পলিটিক্স এর শিকার হয়ে চাকরি ছাড়তে বাধ্য হওয়া।
এখন ভাবতেছেন তাইলে এখানে কামনে কি? কিন্তু উপায় আছে। এই কোম্পানিতে বছরের পর বছর রাজার হালে টিকে থাকার উপায় আছে। তবে এটার জন্য আপনাকে দাস টাইপ এর ভৃত্য হইতে জানতে হবে আরকি। কথায় কথায় চাটবেন, যাকে সাইড করে দিতে বলবে যেভাবে বলবে সেভাবে সাইড করে দিবেন। এমনকি আপনার ভার্সিটির রুমমেট বন্ধুর ও যদি জব খেয়ে দিতে বলে চোখ বুঝে খেয়ে দিবেন, দেখবেন নিশ্চিন্তে আপনার পজিশন ভিপি অফ ইঞ্জিনিয়ারিং অব্দি চলে যাবে।
আরেকটু শিখিয়ে দেই, নিজের কাজ করার চেয়ে কে কাজ ফাঁকি দিলো, কে অফিস এ একটু বেশি টেবিল টেনিস খেললো, কে পরে লেইট করে আসলো, কে একটু বেশি গল্প গুজব করলো অথবা লাঞ্চ এর সময় বেখেয়ালে কে একটু বেশি আলুভর্তা বেশি খেয়ে ফেললো — এগুলো যদি ইনিয়ে বিনিয়ে আকার ইংগিতে ভাইডির কাছে পৌঁছে দিতে পারেন তবে আপনি পা এর উপর পা তুলে টিম লিড হয়ে নিশ্চিন্তে জীবন অতিপাত করতে পারবেন।
BTW, ফাঁপরবাজি করেন ভালো কথা, কিন্তু কার মামার শ্বশুর এর নাতির জামাইএর বেয়াইয়ের মোহাম্মদপুর এ ১৭ তলা বিল্ডিং আছে — তাকে অফিস ডেকে এনে যাদের কে অফিস স্পেস ভাড়া দেন তাদের নিজের অফিস এর “এআই টিম” হিসেবে দেখাইয়া ফান্ড জোগাড় এর চেষ্টা করেন — ভালো কথা। একটু আড়ালে আবডালে করেন কারণ পোলাপান হাসাহাসি করে।",9,2,2,Negative
1362,Vivasoft,,"May 09, 2025",Misuse of open environment culture,"-কমফোর্ট জোন : ফ্রি মদ , যেকোনো জায়গায় স্মোক করা, মদ খাওয়া , ২৫ তারিখ স্যালারি পাওয়া , অনন্তকাল হোম অফিস করা, গিটার এ টুং টাং করা, একটু বিলিয়ার্ড খেলে posh ফিল করানো, বসে থাকতে থাকতে অধৈর্য হয়ে গেলে টেবিল টেনিস খেলা, ক্লান্ত হয়ে গেলে নাক ডেকে ঘুমানোর জায়গা আছে, রুফটপ এ গিয়ে সেলফি তুলে সোশ্যাল মিডিয়া তে দিয়ে ভাব নেয়া, ছেলে মেয়ে একত্রে ধূম্ৰপান , শলাকা শেষ হয়ে গেলে কিচেন এ আবার শলাকার দোকান আছে যেখান  থেকে ইনস্ট্যান্ট কিনতে পারা  কারণ মানাজেমেন্ট খেয়াল রাখে যাতে করে লিফ্ট থেকে নিচে নেমে শলাকা কিনতে সময় অপচয় না হয়।
- পার্টিকুলার কোনো টীম লিড নেই।  প্রবেলম হলো জুনিয়র রা নিজের মতো কোড করে।  তারা মনে করে যেহেতু কোনো ফিডব্যাক নেই তারা যা করছে তাই ঠিক।
- HR ডিপার্টমেন্ট নামেই। কোনো অ্যাডমিন নেই।  মুখের কথাই সব।  অফিসিয়াল কোনো রুলস এন্ড রেগুলেশন নেই।
- এখানেও একটা সিন্ডিকেট আছে।  পাঠাও এন্ড widespace। কোনো টেক এন্ড নন টেক এমপ্লয়ী দরকার হলে আগে এখান থেকে ঢু মারা হয়।
- এখন প্রশ্ন আছে তারা কাজ কিভাবে করে : ০-১ বছরের অভিজ্ঞতা ৪-৫ বছর বলে সেল করে।
- লং টাইম থাকা তা লজিকাল না : লিডারশিপ / ম্যানেজমেন্ট স্কিল গ্র করবে না।
- ইভালুয়েশন ডিফারেন্ট। কারণ ৩০০+ এম্পলয়ী ম্যানেজ করা কঠিন। এখানে পারফরমেন্স বলতে সাকসেসফুল প্রজেক্ট হ্যান্ডওভার করা বুঝায়। এন্ড আপনার প্রজেক্ট আছে , আপনার সম্মান আছে।
- কোম্পানি র একনাত্র স্ট্রং জোনে ১ তা ক্লায়েন্ট ""Azerion"". বাকি সব ছোটা বুয়া। এই একটা দিয়েই টিকে আছে।  কাল ""azerion"" চলে গেলে কোম্পানি বন্ধ। gurranted । ইটা কো-ফাউন্ডার রাও স্বীকার করবে।
- স্ট্রং সেলস টীম, মার্কেটিং টিম, বিসনেস টীম , সস্ট্রাটেজি টীম নেই।  জাস্ট কামলা ডেভেলপার।
- অপ্রোজনীয় প্রোডাক্ট টিম আছে (জাস্ট নামেই , থাকতে হয় তাই) । আজ প্রর্যন্ত  কোনো প্রোডাক্ট লঞ্চ করতে পারে নাই মার্কেট এ।  কিন্তু তাদের মিটিং মিছিল, লম্ফো জম্প দেখে মনে হয় প্রচুর কাজ।  মজার ব্যাপার হলো এই প্রোডাক্ট টীম র হেড পাঠাও থেকে ইমপোর্টেড।
- অফিস এ হয়তো হাফ প্যান্ট পিন্দানো যায় (একটু ইউরোপিয়ান ফিল আছে ). বাট কানে দুল, দিনে-রাতে সানগ্লাস পরে অফিস এ সারাদিন থাকাটা কোন etiquette র মধ্যে পরে জানা নেই।
- কোম্পানির কোনো ভালো, স্ট্যাবল ক্লায়েন্ট নেই। azerion ছাড়া।  এখন ২৫ তারিখ এ যদি আপনার বসে বসে স্যালারি নিতে না বাধে, ধুম করে layoff  হলে বলতে আইসেন না কোম্পানি ফায়ার করে।
- ২ ডজন+ ইনহাউসে প্রজেক্ট আছে যেটা কিনা কোনো আলোর মুখ দেখে নি।  বলতে পারেন ভার্সিটি র পেট প্রজেক্ট।
- জুনিয়র দেড় দিয়ে AI প্রজেক্ট করানো। সেটা আবার linkedin এ শোঅফ করা। মনে হবে কোটি কোটি টাকার AI প্রোডাক্ট সেল করে ফেলেছে। কে  বুঝবে এদের যে openAI , gemini API কল করলেই  AI  ইঞ্জিনিয়ার হওয়া যায় না।
- IUT দেড় ৫k -১০k পর্যন্ত বেশি ইনক্রিমেন্ট দিতে দেখেছি। but to be honest, AIUB , RUET guys far better than them. IUT রা spoiled rich kid chara kisui না. (সবাই না )
- একটা ফ্লোর এ মিউসিক কর্নার, বিলিয়ার্ড বোর্ড থাকলে কিভাবে কাজে এন্ড মিটিং এ মনোযোগ রাখা যায় সেটা ম্যানেজমেন্ট এ জানে।
- অফিস এ প্রতিটা টেবিল এ মদ এর বোতল রাখা শোভনীয় নয়।
- সিগারেট খাবার জন্য স্মোকিং জোনে রয়েছে। কেন অফিস র মধ্যে ছেলে মেয়েদের একসাথে ভেপ খেতে হয় বোধগম্য নয়।
- স্মোকিং জোন থেকে প্রচুর স্মেল আসে যেটা নন স্মোকেরদের জন্য ক্ষতিকর।
- কেন অফিস র মধ্যে রেগুলার সন্ধ্যার পর মদের আসর বসে সেটা অজানা। পারলে তো সবার আড়ালে ও খাওয়া যায়।
- টুর এ গেলে গঞ্জিকা এন্ড মদ ছাড়া চলেই না।
- ২ জন কো - ফাউন্ডার।  তারেক ভাই(সবার সাথে মিশে , সমস্যা সমাধান র চেষ্টা করে , ইঞ্জিনিয়ার দের পাসে থেকে সাপোর্ট করে, বিসনেস মির্টিং করে, ডিসিপ্লিনড , হার্ড ওয়ার্কার , কোপানি নিয়ে ভাবে , এমপ্লয়ী দেড় কিভাব রাখা যায়, ফ্রেন্ডলি - একা কত করবে !!!) , শাফকাত ভাই (সারাদিন ভেপ উড়াবে , কিসু বেয়াদব hire করা নিজের চামচামি করার জন্য, চা-কফি নিয়ে সারাদিন এক্সপেরিমেন্ট করা, দরকার নাই ফায়ার মেন্টালিটি , বিলিয়ার্ড খেলা  - জাস্ট অফিস টা তার কাছে বিনোদন র ফুর্তির জায়গা )
পরিশেষ vivasoft এ 6 বছর থেকে আমার উপলব্ধি ইটা মুভি র মতো larger than লাইফ  । সব মরীচিকা। ইটা যারা azerion তারা বাদে সবাই স্বীকার করবে। এন্ড হাফ প্যান্ট , সানগ্লাস,  মদ , গাজা , music , বিলিয়ার্ড খেললেই যে ওয়েস্টার্ন culture  সেটা সঠিক না।  সেটা তখন হবে বাইরে ফিটফাট ভিতরে সদরঘাট। এই ফিডব্যাক গুলো কোনো কিসুই আমার সাথে ঘটে নি, নিজের চোখের সামনে অন্যদের সাথে হতে দেখেছি।",124,47,1,Negative
1363,Vivasoft,,"April 12, 2026",কেনো,"একটা কম্পানিতে সব মানুষের সমান গুরুত্ব থাকবে না সেইটা ঠিক আছে কিন্তু কিছু মানুষ কি কি করে যে কম্পানিতে গুরুত্ব বানায় তারাই জানে আর কম্পানির মানুষজন যারা তাদের মাথায় তুলে রাখে তারাই জানে। কাজ দিয়ে গুরুত্ব বানাবে সেইটা ঠিক আছে, দেখলেও বুঝা যায় যে কাজ করে গুরুত্ব বানাইছে। কিন্তু লাফালাফি করে, গানবাজনা করে, উপরের মানুষের সাথে হ্যা হ্যা করে আর এইটা করে ফেলবো, সেইটা করে ফেলবো করে করে গুরুত্ব বানাইলে কি সমস্যা না?
ওপরের মানুষদের সাথে হ্যা হ্যা করে নিজেকে অনেক উপরের লেভেলের বানায়ে সাথে তার পছন্দ হওয়া জুনিয়র নারী কলিগ তাকেও উপরের মানুষের কাছে বড় বড় কথা বলে গুরুত্বপুর্ন বানায় ফেলা হচ্ছে এটা তো চোখে পরে সবার। কি করবেন? আমি যে লিখতেছি, আমার গুরুত্বের দরকার নাই। কিন্তু যারা আসলেই কাজ করে, input রাখে, চেষ্টা করে তাদের জন্যে কি জিনিসটা ভালো?
এর আগে রাজশাহী নিয়ে বলার পরে অনেকেই বলছেন যে আমাদের নাকি inferior লাগে এই কারনে এইসব বলা হইছে। কে রাজশাহী নিয়ে বলছে জানিনা, যে বলছে ভুল কিছু তো বলে নাই।
ইমরুল কায়েস যে আলাদা সুবিধা পায় সেইটা তো যায় নাই। তিনি অনেক প্রিয় ব্যক্তি উপরের লোকদের। সাথে তিনি তার মহিলা কলিগ প্রিয়ন্তী আপুকেও এখন আলাদা সুবিধার আওতায় নিয়ে চলে আসছেন। উনাদের মত উচ্চ পদের মানুষের প্রতি হিংসা, উনাদের মত হওয়ার ইচ্ছা থেকে এইসব লেখা না। উনারা এই ছোট অফিসের লোকদের জন্য কতটুকু অবদান রাখেন? বিভিন্ন সময় বিভিন্ন মানুষের সাথে উনাদের খারাপ ব্যবহারের কথা অফিসের মধ্যে সবার জানা। উনারা নিজেদের এতটাই বড় মনে করেন যে অফিসে কেউ উনাদের ধারের কাছে যাওয়ার যোগ্য না। ঢাকা থেকে কায়েস ভাইকে পছন্দ করা লোকজন এসে বলবেন যে উনি তো অনেক ভালো, উনার মত লোক হয় না। আপনারা কি উনাদের ব্যবহার নিয়ে জানেন? কি পরিমান ছোট করে দেখে মানুষজনকে সেটা জানেন? Demotivate যে করে এইগুলা জানেন আপনারা? অফিস টা তো ছোট ভাই। কিছু বললে তো বুঝে শুনে বলা দরকার
উনারা আসবেন ১-২ টায়, যাবেন ৪-৫ টায়। সবাই যদি এইটা করা শুরু করে সেটা করতে দিবেন? উনারা কাজ অনেক ভালো পারেন, অনেক ডেডিকেটেড। বাকিরা কি না? রাজশাহী এর লোকজনদেরকে এত কম স্কিলড ভাবেন কেনো?
কে কেমন কাজ করে এইটা কি আসলেই আপনারা জানেন?
আমার প্রশ্ন থাকলো দুইজনকে নিয়ে। যদি উনাদের এইরকম সবাইকে ছোট করে দেখা, অফিসের মধ্যে এর সাথে মিশা যাবে না আর সাথে যাবে না ভেদাভেদ তৈরি করা, ইচ্ছা মত যা কিছু করার যুক্তি আপনাদের কাছে থাকে জানায়েন তাহলে আর কোনো প্রশ্ন নাই।
সরাসরি কাউকে এইসব বলার উপায় থাকলে এইসব এইখানে লিখা লাগতো না
আপনারা রাজশাহীর লোকজনদেরকে দেখে যান। এইটাও আপনাদের অফিস
আর সিনিয়র হইলে ব্যবহার কি রকম হওয়া দরকার সেইটা কি শিখায় দিতে হবে সব সিনিয়ার্কে এইটাও জানতে চাই আপনাদের কাছে।",7,0,2,Mixed
1364,Vivasoft,,"February 05, 2026",Why!?,"This is considered a great company by many, and I agree, it has a lot of positive sides worth appreciating.
But only those who suffer from its internal politics or internal decisions truly understand that pain.
One very real concern needs to be noticed i think.
Sometimes (I don’t know why, maybe this is how companies operate or survive) they recruit people for certain roles even when there is no actual vacancy, project, or real need for that stack.
People get hired, then sit idle for 2–3 months.
Sometimes they’re added to so-called “pet projects” that go nowhere, just repositories sleeping on github.
Later, they’re suddenly shifted between projects, and eventually, with a short notice, they’re asked to leave.
Or worse, a situation is created where the employee has no work, no growth, no productivity, forcing them to resign.
I genuinely don’t understand why this happens to some unfortunate people.
Layoffs are understandable.
But why hire someone first, fail to place them properly and then ask them to leave?
Yes, one argument could be: “They weren’t responsible or capable.”
But what about those who were capable?
Those who tried?
Those who had real potential?
If incapable people are being hired, then the recruitment process needs fixing first.
Please don’t play with people’s careers.
Don’t push some people into anxiety and depression because of poor planning or internal mismanagement.",8,0,2,Mixed
1365,Vivasoft,,"October 30, 2025",Growing Hell,"Pros:
1) On time Salary
2) Free enough Food
3) No timing Issues
4) Tarek vAI
5) FLEXIBLE working Hours
Cons:
1) Dont ever join Numberskills Team, Before joining confirmed it
2) Toxic pAJI aLIN in the team
4) No value here
5) 10-12 hours working hours
6) Without link up you will be fired any time
7) Humilates employee
8) Unhygenic food with free sweat
Didn't get valued here, left the company and you will get more salary and secured job . People only bhai brothers get improvement here. They get all attentions and benefits rather than others.",7,0,3,Mixed
